Train Loss,Test Loss
3.8660030364990234,2.270954132080078
2.2836477756500244,2.2606499195098877
2.24601674079895,2.2558982372283936
2.236389636993408,2.2490055561065674
2.2197866439819336,2.23503041267395
2.205732822418213,2.2221391201019287
2.18679141998291,2.2112090587615967
2.175724506378174,2.2029688358306885
2.1657536029815674,2.197441339492798
2.1565897464752197,2.193382740020752
2.1528358459472656,2.1907668113708496
2.1443464756011963,2.1864821910858154
2.1381523609161377,2.181994915008545
2.1320908069610596,2.177196979522705
2.1262731552124023,2.1710493564605713
2.1219124794006348,2.164975881576538
2.1122798919677734,2.1578025817871094
2.1050727367401123,2.1521713733673096
2.101001262664795,2.1465625762939453
2.0900046825408936,2.140868663787842
2.0859293937683105,2.134485960006714
2.073782205581665,2.1257681846618652
2.067852258682251,2.114640951156616
2.0538575649261475,2.1049435138702393
2.043853998184204,2.0959861278533936
2.038689136505127,2.0897469520568848
2.0285041332244873,2.0844545364379883
2.022273302078247,2.083171844482422
2.024219036102295,2.0853302478790283
2.0229570865631104,2.0880887508392334
2.0257186889648438,2.091444969177246
2.026850938796997,2.09499454498291
2.030139446258545,2.097778081893921
2.0309674739837646,2.0999395847320557
2.0351128578186035,2.1004865169525146
2.037506341934204,2.1000967025756836
2.031198501586914,2.0974535942077637
2.0263850688934326,2.093024492263794
2.0209646224975586,2.0866618156433105
2.0181257724761963,2.0795092582702637
2.0111310482025146,2.075178623199463
2.005375623703003,2.0720345973968506
2.005988597869873,2.069430112838745
1.995450496673584,2.068411350250244
1.9942786693572998,2.0708110332489014
1.9976741075515747,2.0770833492279053
2.007819175720215,2.084467887878418
2.012812614440918,2.091305732727051
2.021477460861206,2.0947303771972656
2.024298906326294,2.092020034790039
2.0205488204956055,2.088083028793335
2.0129354000091553,2.089726209640503
2.0192782878875732,2.09470272064209
2.01824951171875,2.1004276275634766
2.0281596183776855,2.105663776397705
2.028679370880127,2.10540771484375
2.027216672897339,2.1025428771972656
2.025918483734131,2.0976903438568115
2.024160146713257,2.0958707332611084
2.0214295387268066,2.097445487976074
2.018440008163452,2.096902370452881
2.019728660583496,2.098174571990967
2.0204572677612305,2.0987911224365234
2.0200138092041016,2.0972979068756104
2.0187251567840576,2.093369245529175
2.0146570205688477,2.0864386558532715
2.010974168777466,2.0781612396240234
2.0004444122314453,2.072782516479492
1.9948711395263672,2.067190408706665
1.9861284494400024,2.057910442352295
1.9783732891082764,2.0433151721954346
1.9640623331069946,2.02949595451355
1.9584195613861084,2.0185415744781494
1.9401546716690063,2.0098536014556885
1.9384304285049438,2.0075302124023438
1.9309580326080322,2.007643461227417
1.9344606399536133,2.0088164806365967
1.9341446161270142,2.011908531188965
1.9328510761260986,2.013288974761963
1.9339913129806519,2.014739751815796
1.938303828239441,2.022218704223633
